,sighted_timestamp,city,state,country,shape,duration_seconds,duration_mins,comments,date_posted,latitude,longitude
1107,9/3/2002 05:15,austin,tx,us,oval,15.0,15 seconds,Bright Star-Like object obsevered in South-East Sky,9/13/2002,30.266944399999996,-97.7427778
1108,9/3/2002 12:00,rennes (france),,,diamond,2.0,seconds,Threre was a C30 military transport fly at 200 ft at 250+ mph when this thing came into veiw pursuing the plane.,9/13/2002,48.117266,-1.677793
1109,9/3/2002 17:30,cathedral city,ca,us,changing,5400.0,60-90 minutes,Two white translucent &quot;jellyfish&quot; objects repeatedly change shape; 5-10 thousand feet high in blue afternoon sky 60-90 Minutes.,9/13/2002,33.7797222,-116.46444440000002
1110,9/3/2002 20:00,washington,mo,us,teardrop,120.0,2 minutes,I SEE THINGS IN THE SKY ALL THE TIME,10/28/2002,38.5580556,-91.0119444
1111,9/3/2002 21:10,las vegas,nv,us,fireball,300.0,5 minutes,Red Glow Streaks Across Southwest -- Crashes to Earth,9/13/2002,36.175,-115.1363889
1112,9/3/2002 22:00,roswell,nm,us,unknown,120.0,2 minutes,Humming&#44 oscillating sounds outside of Roswell&#44 NM,9/13/2002,33.3941667,-104.5225
1113,9/3/2002 22:15,delafield,wi,us,,120.0,2 minutes,Triangle formation of 3 objects traveling east in earth orbit.,9/6/2002,43.0608333,-88.40361109999999
1114,9/3/2002 22:30,willernie/stillwater,mn,,other,1800.0,30 minutes,We saw two balls of light aimed at each other and after they passed each other one dissappeared&#44 the other stayed and changed colors.,9/6/2002,45.002567,-92.821496
1115,9/3/2002 23:00,ferndale,wa,us,other,10.0,10 seconds,I was watching the Northern Lights last night with my boyfriend.  He was looking at constellations through binoculars when I saw it.  A,9/6/2002,48.8466667,-122.58972220000001
1116,9/3/2003 03:15,kiawah island,sc,us,triangle,300.0,5min,I am an Internal Mecicine physician and my girlfriend ownes a linen business. For some reason we awoke around 2:30 am we awoke and sat,9/9/2003,32.60805560000001,-80.085
1117,9/3/2003 15:35,slavonski brod (croatia),,,cigar,20.0,20 seconds,It moved very slowly&#44 it didn&#39t have any lights and there was no trail. It was cigar shaped and it was grey.,9/4/2003,45.163143,18.011608
1118,9/3/2003 16:45,fort worth,tx,us,disk,2.0,2 sec.,Saucer Over Ft Worth Tx. In Broad Daylight  . Took Picture By Accident.,9/28/2003,32.7252778,-97.32055559999999
1119,9/3/2003 19:10,ponca city,ok,us,disk,20.0,20 sec,i seen a bright silver disc&#44 with black dot in middle&#44 going straight&#44then side to side.,9/4/2003,36.7069444,-97.0852778
1120,9/3/2003 19:55,san diego,ca,us,light,30.0,30 seconds,Large white shinning round blob in the Northern sky&#44 flying very slowly upward&#44 then quickly speeds off.,9/9/2003,32.7152778,-117.1563889
1121,9/3/2003 20:36,montello,nh,,light,10.0,10 seconds,Bright object lasting 10 seconds in the same area of the sky on at least 4 consecutive nights.,9/24/2003,43.193852,-71.572395
1122,9/3/2003 21:00,federal way,wa,us,triangle,600.0,10 minutes,Speeding Triangle Shaped UFO,9/4/2003,47.3225,-122.3113889
1123,9/3/2003 22:00,seattle,wa,us,formation,5.0,5 seconds (approx.),Telephoned Report:  A man calls to report that while he was out walking his dogs in the vicinity of Northgate in Seattle&#44 his periphera,9/4/2003,47.6063889,-122.33083329999998
1124,9/3/2003 22:45,fort worth,tx,us,triangle,30.0,30 seconds,An object made up of 5 white lights in a V shape moved across the sky at a steady pace.,9/9/2003,32.7252778,-97.32055559999999
1125,9/3/2003 23:00,medellin (colombia),,,light,60.0,1min,BRIGTH YELOW LIGHT FLYIN FRON NORTH TO SOUTHWESTS OVER CLEAR SKY&#44VERY HIGH SPEED&#44 NO STROB LIGHTS TO BE A PLANE.,9/9/2003,6.235925,-75.575137
1126,9/3/2003 23:05,coal valley,il,us,formation,30.0,20-30 seconds,Three objects spread apart near the constellation of Draco and travel in tandem until they ultimately grow faint and disappear.,9/4/2003,41.428611100000005,-90.4608333
1127,9/3/2003 23:10,barriere (canada),bc,ca,cylinder,5.0,approx: 5 seconds,HBCCUFO CANADIAN REPORT:   saw a huge cylinder shaped craft flying very quickly.,9/12/2003,47.5,-76.7
1128,9/3/2003 23:30,arlington,tx,us,light,105.0,45 sec-1 min.,Bright Red lights hovering and then falling to the ground one by one,9/9/2003,32.735555600000005,-97.1077778
1129,9/3/2003 23:30,campo,ca,us,light,10.0,10 seconds,object moved fast and in a straight line,9/9/2003,32.6063889,-116.46805559999999
1130,9/3/2003 23:30,omaha,ne,us,unknown,1200.0,20 minutes,Two unidentifiable crafts &quot;playing&quot; over Omaha&#44 that changed color and emitted no sound.,9/9/2003,41.2586111,-95.9375
1131,9/3/2003 23:45,thornton,co,us,light,2700.0,45 minutes plus,Stationary lights in sky for extended period of time that appeared to be an aircraft of some form,9/9/2003,39.868055600000005,-104.9713889
1132,9/3/2004 01:00,weehawken,nj,us,light,2700.0,over 45 mins,Two flashing lights following aircraft over NYC on the last night of the RNC 04.,12/14/2004,40.7694444,-74.02083329999999
1133,9/3/2004 03:30,akureyri (iceland),,,light,3600.0,1 hour,Car buzzed by a bright object,9/9/2004,65.68333299999999,-18.1
1134,9/3/2004 05:30,yeovil (somerset) (uk/england),,gb,unknown,1200.0,20 mins,A loud sound that slowly moved from North to South like slowing  aircraft engines then oscillating,9/9/2004,50.95,-2.6333330000000004
1135,9/3/2004 14:54,busan (south korea),,,chevron,2.0,seconds,It has dark brown color&#44 an empennage-shaped wing above the body&#44 but absolutely not the aircraft as far as I know.,9/9/2004,35.179553999999996,129.075642
1136,9/3/2004 19:30,vernon,ct,us,triangle,20.0,20 seconds,3 bright lights in the shape of a Triangle,9/9/2004,41.818611100000005,-72.48
1137,9/3/2004 20:00,river falls,wi,us,teardrop,60.0,1 minute,I read the report on the bright object high up in the sky over the metro area. I posted one on 8/24/04 stating that I saw a very bright,9/29/2004,44.861388899999994,-92.62361109999999
1138,9/3/2004 20:20,hegins,pa,us,fireball,900.0,15 min,Fireball,9/9/2004,40.65138889999999,-76.4980556
1139,9/3/2004 20:30,tacoma,wa,us,light,900.0,15 minutes,the light was at a very high altittude&#44 but had very distinctive colors&#44 It was moving at a very high speed due to the distance covered,10/27/2004,47.2530556,-122.44305559999998
1140,9/3/2004 21:20,hegins,pa,us,fireball,900.0,15 minutes,Fireball,9/9/2004,40.65138889999999,-76.4980556
1141,9/3/2004 21:30,dripping springs,tx,us,circle,4.0,4 seconds,I believe this to be natural so I could have the wrong web site. ((NUFORC Note:  Flare from Iridium satellite.  PD)),9/9/2004,30.19,-98.0863889
1142,9/3/2004 22:00,hayward,ca,us,light,300.0,5 minutes,strange light in the sky. had no directional lights was travling south eastery . witnessed for about 5 minutes then it vanished.,9/9/2004,37.6688889,-122.0797222
1143,9/3/2004 22:20,englewood,fl,us,other,20.0,20 seconds,An object passed quickly through the sky with 6 circles of luminescence with absolutely no sound as it passed overhead.,9/9/2004,26.961666700000002,-82.3527778
1144,9/3/2004 22:45,newark,nj,us,oval,300.0,5 minutes,Oval-shaped glow sitting over Newark skyline,9/9/2004,40.735555600000005,-74.17277779999999
1145,9/3/2004 23:40,palm harbor,fl,us,triangle,5.0,5 seconds,A large black trianglular object with about 9 circular white lights bordering the underside flew overhead in palm harbor.,9/9/2004,28.0777778,-82.76388890000001
1146,9/3/2005 02:00,glendale heights,il,us,triangle,20.0,20 seconds,I meet with a local astronomy club&#44&amp; have a telescope to stargaze&#44 &amp; have never before seen anything so clear with unaided eye&#33,9/15/2005,41.910277799999996,-88.07166670000001
1147,9/3/2005 12:45,kent city,mi,us,oval,240.0,4 minutes,White&#44 pulsating oval shaped unidentified craft.,9/15/2005,43.22,-85.75111109999999
1148,9/3/2005 18:23,yorktown heights,ny,us,sphere,2100.0,0:00:35;00,White Spheres Sail Across Early Evening Skies.,9/15/2005,41.2708333,-73.7780556
1149,9/3/2005 19:23,findlay,oh,us,triangle,9.0,9 seconds,Two triangle parallel objects in the eastern sky in Northwestern Ohio,9/15/2005,41.0441667,-83.65
1150,9/3/2005 20:30,lauglintown,pa,,sphere,30.0,20-30 seconds,2 bright white lights moving away from the ground rapidly over the mountains of western PA,5/15/2006,40.211925,-79.198592
1151,9/3/2005 20:45,browns summit,nc,us,changing,900.0,15mins,diamond*triangle ( couldnt tell) amber colored with greenish purple glow with lighting bolts coming off it.,9/15/2005,36.2125,-79.71388890000001
1152,9/3/2005 21:30,carrboro,nc,us,unknown,1200.0,15-20 minutes,I looked into the sky and saw an unusally bright light and thought it was a helicopter going to the nearby hospital.  The lights flicke,9/15/2005,35.91,-79.0755556
1153,9/3/2005 22:00,bridgewater,nj,,disk,1200.0,20 min,As I was driving on an open highway I saw what looked like a huge white sail from a viking ship. I had followed it and then saw it slow,9/15/2005,40.623333,-74.601111
1154,9/3/2005 22:20,seattle,wa,us,light,300.0,5 minutes,5 dark blue lights traveling east then south,9/15/2005,47.6063889,-122.33083329999998
1155,9/3/2005 22:30,seattle,wa,us,light,300.0,5 minutes,Bright blue lights in the night sky above downtown Seattle.,11/3/2005,47.6063889,-122.33083329999998
1156,9/3/2005 23:00,pelican lake,wi,us,disk,10800.0,about 3 hours,Pelican Lake UFO sightings&#44 Amazing and very large. They emitted a beam of light and orbited&#44about 3/4 size of the moon was their size.,9/15/2005,45.499444399999994,-89.16666670000001
1157,9/3/2005 23:00,pelican lake,wi,us,oval,10800.0,3 hours,Three-Hour UFO Sighting Accompanied By:  A Beam Of Light - A Nosey Helicopter - And A Creature&#44,11/21/2010,45.499444399999994,-89.16666670000001
1158,9/3/2005 23:35,statesville,nc,us,unknown,1800.0,30 mins,Tri-colored light in eastern sky attracts attention of star gazer near midnight in Statesville&#44 North Carolina.,9/15/2005,35.7825,-80.8875
1159,9/3/2006 01:30,north hollywood/burbank,ca,,fireball,1.0,1 second,Large green ball of light dropping from sky over North Hollywood/Burbank California.,10/30/2006,34.187044,-118.38125600000001
1160,9/3/2006 08:04,mars hill,nc,us,other,60.0,less than 1 min,Bright objects in sky.  ((NUFORC Note:  Probably a moth&#44 captured by the camera.  PD)),10/30/2006,35.8263889,-82.5494444
1161,9/3/2006 10:22,luray,va,us,sphere,12.0,10-12 seconds,SILVER  BALL BEARING LIKE OBJECT MAKING NO NOISE ON TOP OF MOUNTAIN.,10/30/2006,38.6652778,-78.4597222
1162,9/3/2006 18:22,aalborg (denmark),,,circle,180.0,1-3 min,small white object flew a bit slow.,12/7/2006,57.04881999999999,9.921747
1163,9/3/2006 18:30,highland park,il,us,cylinder,1800.0,0:30 min,9/3/06 Highland Park&#44 Illinois Cylinder Shaped UFO,3/19/2009,42.1816667,-87.80027779999999
1164,9/3/2006 20:35,kenora (canada),on,ca,,12600.0,3.5 hours,Stationary white&#44 green and red lights in the northeast sky.  What is it?  ((NUFORC Note:  Sighting of Sirius??  PD)),10/30/2006,49.766667,-94.466667
1165,9/3/2006 21:30,frankfort,mi,us,light,12600.0,approx three hours,Lights seen above Lake Michigan September 3&#44 2006.  ((NUFORC Note:  Sightings of satellites??  PD)),10/30/2006,44.6336111,-86.2344444
1166,9/3/2006 21:30,mount olive,nc,us,sphere,30.0,30 secs,Large red colored sphere&#44 larger than any plane&#44 larger than any star was noticed descending onto the horizon.,10/30/2006,35.196388899999995,-78.0666667
1167,9/3/2006 22:00,elizabethtown,ky,us,disk,7200.0,2 hours,Several lights appear over Elizabethtown&#44 KY.,10/30/2006,37.6938889,-85.8591667
1168,9/3/2006 22:20,vancouver (canada),bc,ca,oval,60.0,1 minute,Oval shaped&#44 bright craft&#44 hovering in sky.,10/30/2006,49.25,-123.13333300000001
1169,9/3/2006 23:00,west bend,wi,,sphere,180.0,3 min,about  500 to 1000 feet up NO SOUND&#33 i have crappy video.,10/30/2006,43.797762,-88.003208
1170,9/3/2007 00:00,barrie (canada),on,ca,circle,5.0,5 seconds,speed up till got in to town &quot;lights from city&quot; stoped went around city lights and kept going.,10/8/2007,44.383333,-79.7
1171,9/3/2007 05:30,algood,tn,us,oval,1200.0,20 min,Algood TN oval craft  over car no sound and burns us like a sunburn helicopter chasing,10/8/2007,36.1958333,-85.4486111
1172,9/3/2007 07:45,eugene,or,us,cross,900.0,15 minutes,silent&#44 black and &quot;X&quot; shaped,10/8/2007,44.0522222,-123.08555559999999
1173,9/3/2007 15:30,north st. paul,mn,,formation,600.0,10 min,three white circular objects in formation,10/8/2007,45.012465999999996,-92.991883
1174,9/3/2007 20:00,mapleton,ks,us,circle,15.0,15 seconds,Bright circle swimming through the stars.,10/8/2007,38.015,-94.8833333
1175,9/3/2007 20:30,lauderdale-by-the-sea,fl,us,circle,120.0,2 minutes,Glowing circle seen over house.,10/8/2007,26.1916667,-80.0966667
1176,9/3/2007 20:32,wallingford,ct,us,light,300.0,3 -5 minutes,Bright Round Light Moves North In Night Sky Wallingford&#44Connecticut No Sound,10/8/2007,41.4569444,-72.8236111
1177,9/3/2007 21:45,new port richey,fl,us,triangle,60.0,1 min,we are normal people who do not report anything but we saw a real ufo,10/8/2007,28.243888899999998,-82.7194444
1178,9/3/2007 23:00,brandon (canada),mb,ca,formation,480.0,8 minutes,5 bright lights in skies over Southwestern Manitoba forming patterns at high rate of speed,10/8/2007,49.833333,-99.95
1179,9/3/2008 00:00,holopaw,fl,us,triangle,300.0,5 minutes,UFO spotted on 192  in Holopaw.,10/31/2008,28.135555600000004,-81.07638890000001
1180,9/3/2008 08:44,sanford,nc,us,unknown,30.0,30 sec.,not sure what this was,10/31/2008,35.4797222,-79.1805556
1181,9/3/2008 18:30,rockwood (somerset),pa,us,other,15.0,> 15 seconds,Silver helicopter-looking craft moved vertically from still position.,10/31/2008,39.915555600000005,-79.1525
1182,9/3/2008 20:05,spring,tx,us,triangle,60.0,1 minute,large triangle craft spotted 2 witnesses,10/31/2008,30.079722200000003,-95.4169444
1183,9/3/2008 21:00,martinez,ca,us,light,240.0,4min,Light travels across sky then takes off like a shot,10/31/2008,38.0194444,-122.13305559999999
1184,9/3/2008 21:20,blountville,tn,us,other,600.0,10 minutes,B2 shaped vehical at low altitude moving in total silence at low speeds with no external engines.,9/9/2013,36.533055600000004,-82.3269444
1185,9/3/2008 21:20,blountville,tn,us,other,600.0,10 minutes,B2 shaped vehicle 20 feet above trees moving in total silence at low speeds with no external engines,9/30/2013,36.533055600000004,-82.3269444
1186,9/3/2008 22:00,windhall,vt,,oval,120.0,2 minutes,A glowing neon oval shape,10/31/2008,43.155809999999995,-72.913317
1187,9/3/2008 22:00,athens,ga,us,light,180.0,3 minutes,Stationary or almost stationary bright red light turns white and drops a smaller red light that moves away.,10/31/2008,33.9608333,-83.3780556
1188,9/3/2008 22:30,athens,ga,us,unknown,1200.0,20 minutes,Solid red light moving slowly across sky&#44 at times had white things coming off of it as if it was falling off.,10/31/2008,33.9608333,-83.3780556
1189,9/3/2008 22:37,quemado,nm,us,sphere,2700.0,45 minutes,Color changing sphere in the sky for about 45 minutes,10/31/2008,34.343888899999996,-108.495
1190,9/3/2008 22:45,moravian falls,nc,us,unknown,120.0,2 minutes +,Traveling home from Church band rehearsel wed evening..as i passed into view of my Dad`s old trailer&#44 you can see a wonderful horizon.,10/31/2008,36.0966667,-81.1825
1191,9/3/2009 00:56,radford,va,us,flash,30.0,less than 30 seconds,A brilliant flash of light from the NW sky in East Radford&#44 VA&#44 USA at 00:56 on 09.03.09.,12/12/2009,37.131666700000004,-80.5766667
1192,9/3/2009 04:49,rio vista,ca,us,cigar,8.0,8 seconds,Military Cloaks Plane,12/12/2009,38.1558333,-121.69027779999999
1193,9/3/2009 07:55,bethlehem,pa,us,cigar,300.0,5 min,On the way to school&#44 my son saw a cigar shaped object in the sky.,12/12/2009,40.6258333,-75.3708333
1194,9/3/2009 18:15,red deer (canada),ab,ca,light,120.0,2 minutes,Redish flickering bright star in the sky&#44 where no stars that size and color are.,12/12/2009,52.266667,-113.8
1195,9/3/2009 19:30,north babylon,ny,us,circle,120.0,2 minutes,UFO Sighting on Long Island&#44NY,12/12/2009,40.7163889,-73.32222220000001
1196,9/3/2009 20:00,seattle,wa,us,light,600.0,10 minutes,large white lighted craft viewed over seattle&#44 wa,12/12/2009,47.6063889,-122.33083329999998
1197,9/3/2009 21:07,l&#39anse (alberta village),mi,us,light,3634.0,21:07-22:41,A white orb traveled 1/4 of the sky.  It came to rest Se of the logging town of Alberta.  It disappeared 1 1/2 hours later. Completely.,12/12/2009,46.756666700000004,-88.45277779999999
1198,9/3/2009 21:30,atlanta,ga,us,light,2100.0,35 minutes,Dancing lights (star-like) above atlanta&#44 fast&#44 erratic&#44 playful&#44 above clouds&#44 35 minutes,12/12/2009,33.7488889,-84.3880556
1199,9/3/2009 22:00,s. charleston,oh,,changing,20.0,20 ses.,Two identical triagnular craft  that changed shape during observation,12/12/2009,39.825338,-83.634367
1200,9/3/2009 22:00,san diego,ca,us,,15.0,15 seconds,September 3rd  a glowing yellow and green cigar shape object was observed traveling fast upward from se towards nw into high clouds,12/12/2009,32.7152778,-117.1563889
1201,9/3/2009 22:30,healy,ak,us,light,3600.0,1+ hours,Objects in night sky over Healy&#44 AK moving at high speeds and changing directions instantaneously.,12/12/2009,63.8569444,-148.9661111
1202,9/3/2009 23:00,lexington,ky,us,other,60.0,1 minute,Metor zooming toward the ground then stops above the city and turns off all lights and moves in a straight line.,12/12/2009,37.9886111,-84.4777778
1203,9/3/2009 23:30,london (canada),on,ca,fireball,240.0,3-4 min,fireball over London ONtario Canada,12/12/2009,42.983333,-81.25
1204,9/3/2009 23:30,everett,wa,us,light,1200.0,20 minutes,bright light traveling fast.,12/12/2009,47.9791667,-122.20083329999999
1205,9/3/2009 23:30,los angeles,ca,us,oval,5.0,5 seconds,UFO with intense lights seen over LA on Sept. 3rd&#44 2009,12/12/2009,34.0522222,-118.2427778
1206,9/3/2010 02:23,pelzer,sc,us,changing,1200.0,20minutes,3 red lights in shape of a perfect triangle over the steam mill in Pelzer&#44sc,11/21/2010,34.6422222,-82.45611109999999
1207,9/3/2010 03:00,tracy,ca,us,triangle,20.0,20 seconds,Triangle shaped craft with strange light patterns,11/21/2010,37.7397222,-121.42416670000001
1208,9/3/2010 10:20,hayden lake,id,us,triangle,30.0,about 30seconds,Boomerand shaped lights in the sky and where moving fast in circles.,11/21/2010,47.758888899999995,-116.75583329999999
1209,9/3/2010 10:45,hayden,id,us,triangle,10.0,10 sec,three dim lights in the sky.,11/21/2010,47.7661111,-116.78555559999998
1210,9/3/2010 10:45,rangely,co,us,unknown,30.0,30 seconds,Two objects&#44 one trailing the other&#44 extremely high altitude (looked like two satellites). As bright as Sirius.,11/21/2010,40.0875,-108.80416670000001
1211,9/3/2010 16:00,winchester,ma,us,triangle,120.0,2 minutes,rotating grey triangle,11/21/2010,42.4522222,-71.1375
1212,9/3/2010 19:55,kenosha,wi,us,other,5.0,5 seconds,V-Shaped object&#44 no lights&#44 flew in straight line at extreme speed,11/21/2010,42.5847222,-87.8211111
1213,9/3/2010 20:15,alameda,ca,us,circle,1200.0,20mins,Alameda Ufo &#44 Was not listed on google sky ..,11/21/2010,37.7652778,-122.2405556
1214,9/3/2010 20:55,nashville,in,us,light,240.0,4 minutes approx,My wife and I regularly hike in the Brown County State Park in the evenings. On our drive home at about 8:55 p.m.&#44 we passed a cleared,11/21/2010,39.207222200000004,-86.25111109999999
1215,9/3/2010 20:57,santa barbara,ca,us,other,30.0,30 seconds,long ovel shape flying in the sky over Santa Barbara,11/21/2010,34.4208333,-119.69722220000001
1216,9/3/2010 21:05,oak forest,il,us,other,45.0,30-45 sec.,Four dim &#44 glowing objects&#44 flying north to south in changing formation.,11/21/2010,41.6027778,-87.7438889
1217,9/3/2010 21:30,joshua tree,ca,us,light,4.0,4 seconds,Two objects running in parallel lit up moving at the same speed very high up with no sound.,11/21/2010,34.1347222,-116.31222220000001
1218,9/3/2010 21:51,webster,ny,us,triangle,3000.0,50mins,Orange center light&#44 3 red lights at rear. Object was not flashing any lights&#44 only steady illumination.,11/21/2010,43.2122222,-77.4302778
1219,9/3/2010 22:00,scandia,mn,us,triangle,300.0,5 minutes,V/ triangular shaped. at first looked like a huge shining star. sounded like a train. nothing like a helicoptor nor plane.,11/21/2010,45.2536111,-92.8055556
1220,9/3/2010 22:00,red bluff,ca,us,circle,300.0,5 mins,I was driving down highway 36 towards Fortuna out of the Red Bluff city limits and we saw some three bright lights to the right of my c,11/21/2010,40.178611100000005,-122.23472220000001
1221,9/3/2010 22:10,colby,ks,us,sphere,60.0,>1 minute,Strange yellow light/sphere appears&#44 changes direction in sky&#44 emits smaller sphere&#44 and then fades to black (Jets scrambled),11/21/2010,39.3958333,-101.0519444
1222,9/3/2010 23:00,lakeland,tn,us,diamond,30.0,20-30 seconds,Diamond Shaped craft over Lakeland&#44 TN.,11/21/2010,35.2305556,-89.74027779999999
1223,9/3/2010 23:00,redlands,ca,us,circle,4.0,4 seconds,Pea-Sized Dim Amber Glowing Disk Within A Perfect Black Circle @ about 10K Feet  Above,11/21/2010,34.055555600000005,-117.18166670000001
1224,9/3/2011 01:00,gorge,wa,,fireball,5.0,5 seconds,Two orbs seen flying from West to East directly over the gorge ampitheatre sept. 2 around 1am,10/10/2011,48.823176000000004,-121.89848
1225,9/3/2011 01:30,lavrio (greece),,,other,30.0,30 seconds,A V shaped craft&#44 bluish grey that seemed to almost blend in with the night sky,10/10/2011,37.714177,24.057663
1226,9/3/2011 08:30,fitchburg,ma,us,circle,120.0,2 min,Orange lights sceen over fitchburg ma.,10/10/2011,42.5833333,-71.80277779999999
1227,9/3/2011 09:00,round rock,tx,us,light,60.0,1 minute,A ball of light larger than a commercial airliner.,10/10/2011,30.508055600000006,-97.6786111
1228,9/3/2011 13:10,pittsburg,ca,us,teardrop,60.0,hours,1 was a bright light that hovered in the sky&#44 the other was red and green it keep changing colors. 45 mins.((NUFORC Note:  Stars?  PD)),10/10/2011,38.0280556,-121.88361110000001
1229,9/3/2011 15:00,black diamond,wa,us,teardrop,120.0,2 minutes,Was traveling East on Hiway 18 just before black Diamond&#44 Saw a black upside down teardrop shape object above treetops north from hiway,10/10/2011,47.3088889,-122.00194440000001
1230,9/3/2011 20:00,windsor,ma,us,circle,300.0,5 minutes,Myself and a passenger observed a hovering and moving red ball of light while driving in a rural area.,10/10/2011,42.5116667,-73.0583333
1231,9/3/2011 20:15,hampton beach,nh,us,sphere,900.0,15 min.,ORANGE RED BALLS OF LIGHT &#44 INTENSITY OF LIGT WAS CONSISTANT AND DIDN&#39T CHANGE WITH CRAFT CHANGING DIRRECTION,10/10/2011,42.9072222,-70.8125
1232,9/3/2011 20:16,rochester (town of chili),ny,us,circle,4440.0,20:16-21:30,8-18 red/orange lights seemingly rising from the distant tree line above I-490 westbound after chili center exit south/southwest of my,10/10/2011,43.1547222,-77.61583329999999
1233,9/3/2011 20:40,katy,tx,us,rectangle,3000.0,50 minutes,Red light hovering in sky then moved away at incredible speed.,10/10/2011,29.785555600000006,-95.8241667
1234,9/3/2011 21:00,passaic,mo,us,other,600.0,1o minutes,On a research outing i heard and saw movement alongside the road i was working on&#44 later something was found in the images.,10/10/2011,38.32194439999999,-94.3480556
1235,9/3/2011 21:00,freedom,nh,us,egg,20.0,20 seconds,i was camping near ossipee nh on the maine border. it was about 9pm  and dark. i was on a golf cart heading in a easterly direction. my,10/10/2011,43.8122222,-71.03611109999999
1236,9/3/2011 21:00,essex junction,vt,us,light,600.0,10 minutes,Bright orange lights moving slowly in formation.,10/10/2011,44.49055560000001,-73.11138890000001
1237,9/3/2011 21:00,church point,la,us,cylinder,600.0,10 minutes,Non reflecting Cyclinder shaped craft with no light or movement or noise.,10/10/2011,30.4027778,-92.215
1238,9/3/2011 21:00,aulander,nc,us,triangle,60.0,1 minute,three bright yellow lights hovering/departing and then disapearing after about one minute.,10/10/2011,36.2294444,-77.1144444
1239,9/3/2011 21:15,bentonville,ar,us,fireball,120.0,2 minutes,Orange glowing ball hovering over Bentonville/Centerton AR area disappeared into the night,10/10/2011,36.3727778,-94.20861109999998
1240,9/3/2011 21:30,cascade mountains (central part),wa,,fireball,900.0,10-15 minutes,Fireball appeared in the eastern sky about 9:30 p.m from Dishpan Gap near Glacier peak.  Seemed to be releasing tiny blue objects.,10/10/2011,45.465509000000004,-121.915016
1241,9/3/2011 21:30,saugeen shores (canada),on,,light,180.0,3 mintes,saw a bight orange light over lake huron&#44 moving irregularly&#44 then faster and gone.,10/10/2011,44.422498,-81.40350600000001
1242,9/3/2011 21:30,wilkes-barre,pa,us,fireball,600.0,10 minutes,I saw a steadily moving&#44 bright and low fireball glide across the night sky.,10/10/2011,41.2458333,-75.8816667
1243,9/3/2011 21:55,lethbridge (canada),ab,ca,circle,8.0,5-8 seconds,5 glowing objects seen while watching an outdoor movie,10/10/2011,48.366667,-53.86666700000001
1244,9/3/2011 22:00,mono springs,ca,,circle,60.0,1 min,as i stood still i saw a star move then stop then move again and stop then move is a zig zag line.,10/10/2011,43.943123,-80.003536
1245,9/3/2011 22:00,ogallala,ne,us,sphere,300.0,5 minutes,orage spheres in sky over lake macconaghy,10/10/2011,41.1280556,-101.7191667
1246,9/3/2011 22:00,mississauga (canada),on,ca,circle,120.0,2 minutes,I was looking up into the sky when I noticed a flying object over my street. It seemed very far away because I could see a plane flying,10/10/2011,43.15,-79.5
1247,9/3/2011 22:15,narragansett,ri,us,unknown,120.0,2 minutes,Newton Ave/ Hazard Rock area- Huge hovering object with light formations dissapeared.,10/10/2011,41.45,-71.45
1248,9/3/2011 22:15,huron,oh,us,light,300.0,about 5 minutes,Orange pulsating light(s) seen for 5 minutes.,10/10/2011,41.395,-82.5552778
1249,9/3/2011 22:15,richland,mi,us,circle,120.0,half hour,Saw many circular obs of light taking off from the Battle Creek&#44 MI are and hovering moving upwards and sideways then disappearing.,10/10/2011,42.3761111,-85.455
1250,9/3/2011 22:22,kings park,ny,us,oval,600.0,5-10 minutes,6 glowing spheres in the sky&#44 moving in exact uniform formation,10/10/2011,40.8861111,-73.2577778
1251,9/3/2011 23:00,glandorf,oh,us,sphere,300.0,5 minutes,Orange/red sphere,10/10/2011,41.0288889,-84.0791667
1252,9/3/2011 23:00,bellefontaine,oh,us,fireball,1200.0,20 min,Seen 3 large slow moving large orange&#44flame like&#44objects moving South to North over camping area North of Bellfontaine&#44Ohio&#44Looked at f,10/10/2011,40.3611111,-83.75972220000001
1253,9/3/2011 23:30,riviera beach,fl,us,teardrop,2.0,seconds,Fuzzy teardrop-shaped yellowish-white light streaking over the Atlantic&#44 offshore of Singer Island,10/10/2011,26.775,-80.0583333
1254,9/3/2012 03:03,grand forks,nd,us,changing,300.0,5 minutes,Firework- like balls of light dart and merge into a swelling ball of light.,9/24/2012,47.925277799999996,-97.0325
1255,9/3/2012 16:45,irvine,ca,us,cylinder,540.0,about 9 minutes,6 extremely bright lights&#44 surrounding a dark bodied craft&#44 moving very slowly,9/24/2012,33.669444399999996,-117.82222220000001
1256,9/3/2012 17:15,mason,tx,us,oval,10.0,10 seconds,Craft appeared above horizon for about 10 seconds and disappeared.,9/24/2012,30.748611100000005,-99.2302778
1257,9/3/2012 19:00,belle mead,nj,us,fireball,120.0,2 minutes,Bright Orange pulsating Light over central NJ,9/24/2012,40.466666700000005,-74.66111109999999
1258,9/3/2012 20:15,palatine,il,us,sphere,180.0,3 minutes,Red orb increasing light intensity and rapid movement away straight up,9/24/2012,42.1102778,-88.0341667
1259,9/3/2012 21:05,plainfield,il,us,other,420.0,7 minutes,Low level brightly colored reddish orange object flying over Plainfield&#44 IL 9-3-12 at 9:05 PM,9/24/2012,41.6269444,-88.20388890000001
1260,9/3/2012 21:15,owasso,ok,us,light,10.0,10 seconds,Driving south toward Tulsa from Owasso OK&#44 a green and white bar of light was seen traviling at a high rate of speed.,9/24/2012,36.2694444,-95.8544444
